scorer,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D
bodyparts,turn,turn,turn,tip,tip,tip
coords,x,y,z,x,y,z
447,14.63734705802891,2.4095698686204927,34.34529346346782,13.309398948240522,4.629069663892439,62.323289678219226
448,14.641570563816419,2.921885387639239,34.04667971452493,14.316415830254455,4.69034697017699,63.77531077777739
449,,,,14.192737742312321,4.22248900110611,57.40419387625883
450,,,,14.384434516542019,3.366870498398732,45.99507407645797
451,,,,14.24003270082858,2.9114224084950338,38.12515909277122
452,,,,13.860723220001468,2.3810032127680074,26.60908924202534
453,,,,,,
454,,,,,,
455,12.861919978662414,2.3535760982643725,18.099264250205092,,,
456,12.688808321514793,2.3786316631106894,17.71951287239743,,,
457,12.59811148539017,2.562743304264171,17.693857039497804,,,
458,12.37493112900006,2.5272779290910394,17.58612227127364,,,
459,12.347778133746507,2.678199866395047,18.226825932047213,,,
460,12.300644147840377,2.745482700307745,18.53251255588555,12.708191630033394,2.5065635349762485,16.262249519915297
461,,,,,,
462,,,,12.260251437862918,3.293408028976642,20.034711337775715
463,12.679213092341262,3.7090046599354745,22.273364824820664,,,
464,12.710620989255819,3.980399508182455,23.309735371655805,12.223172680516678,3.3197891037086413,18.72142758683959
465,12.848411342839377,4.421300662224912,25.443182949552774,12.258511686038055,4.466380364279828,24.127990983721155
466,12.937323279876862,4.868695501173603,26.805318714063688,12.405806033126671,4.209115506946253,21.822403439658917
467,,,,12.436147264078942,4.493767451654048,22.893007340693643
468,12.937412587579752,5.578562032401949,30.563277953272124,12.330184895943596,4.9163611264459615,24.928345153246493
469,12.597558183178954,5.4184101354764715,29.906980488611733,11.851871642246087,4.767143871680139,24.041092278235602
470,12.473840090741918,5.287945667659147,29.61580439563838,11.467253401499242,4.580821128453516,23.1248967180186
471,12.305295734260186,5.134289621355583,29.13527707201886,11.138009774005784,4.3853296093843355,22.340100102157702
472,11.98661487777813,4.860815919049565,28.103719177117714,10.524554305092355,4.091109644753872,21.414157954520682
473,11.893206435020394,4.730090548350931,27.762425423410498,10.347602415342003,3.967198901651227,21.082680995919816
474,11.853586979349478,4.568194446261849,27.578511435044934,10.024307493363478,3.6988533751380523,20.375919172724263
475,11.85459352105329,4.474997257140315,27.40281495153353,9.961084838902572,3.642704864199037,20.305572458387584
476,11.909038607909787,4.355036523771614,27.320126460976347,9.876318311794549,3.5140237405140162,19.98687210560594
477,11.892373168099885,4.251502791895017,27.33957350880051,9.704139574280784,3.3742110583962575,19.556830127791414
478,11.874803474032905,4.118562712901928,27.58741562530384,9.376082478582699,3.2049060345104348,19.213752253787007
479,11.727999013319304,4.027559160008301,27.431368341362393,8.840722538042241,3.0871664712373694,18.357820772448193
480,11.572708319199979,3.9724024711152106,27.098435872194916,8.53513052455955,3.0785658138016814,18.037056530547225
481,11.318001481275445,3.6924700412092295,26.62811650515655,8.211484812710475,3.1439224999618025,18.229131340331616
482,,,,7.819107932838096,3.0241187002466265,17.870811212444394
483,10.797441906002147,3.1176437342351027,23.368594322846203,7.57388250366245,2.8838080454508526,17.44133380358383
484,10.049916590977961,2.5103937157590646,21.122777337276055,7.1090424500947895,2.498585096795265,16.286600150291086
485,9.670816441757447,2.2380353209150523,19.855435766787938,6.8493042955591275,2.238848110758376,15.410201918586019
486,8.987163258588476,1.6492393624122883,17.305287091698524,6.578273819360914,1.8278141552228315,13.888663918263909
487,8.708070497746373,1.4298217059606189,16.226939727215935,6.460093166543292,1.6691002649139501,13.337598541755664
488,8.46910621674107,0.8984442838837787,14.699715560462254,6.268035408234672,1.3704222656497393,12.180072589507748
489,8.351430810479789,0.7422529426238065,13.542103459417485,6.251438175321666,1.2709448388475326,11.836735072452027
490,7.881465070051387,0.6468358122881368,12.557674979729995,6.015229699964362,1.2494639662656375,11.54161037719349
491,7.789416659016579,0.5823956440299065,12.085433729682366,5.874025317074949,1.2669427796064583,11.503514138501666
492,7.465445838214693,0.4800520776371518,11.271815718811936,5.616658837142643,1.2083808152529427,11.12061564443627
493,7.038378828424299,0.5408041774258212,10.581573645093146,5.338610850953152,1.1585953337950499,10.640489438746513
494,6.714802488922306,0.5500938955208757,10.287666441228273,5.06029101995767,1.0890969626569595,10.682137175332219
495,6.636046369736734,0.4311633195382372,10.3457537751468,4.83523103808868,1.0280841569614656,10.660250971229885
496,6.339094009576195,0.35124066071849286,10.078309589531472,4.464660745503238,0.894945223267729,10.33045649469084
497,,,,,,
498,5.754073644154048,0.10906568642714708,9.865731691473675,,,
499,5.619005140048994,0.0738187832724348,9.918522547173982,,,
500,5.387479235988956,0.00937489372843664,10.328347728676325,,,
501,5.299889951845476,0.03407959391102702,10.79294545904284,,,
502,4.931574923006532,-0.014425219122158368,11.530726410115083,,,
503,4.768187181553725,0.00451470109181959,12.017035072131973,,,
504,4.200606281843048,0.02297103060417228,13.009620522985688,,,
505,3.8631621733959673,0.035492724926238395,13.795357247374348,,,
506,2.573925134077654,0.028952568516917673,16.641819211276644,,,
507,2.427181045681349,-0.02777289693069578,17.549369808415573,,,
508,,,,-1.4629262442979596,0.621497603768197,16.982917300120448
509,,,,-1.7407799613802915,0.5267389349776155,18.457979602344416
510,,,,-1.9840254916135303,0.6343008339562365,21.54449284361743
511,4.393906823239599,0.1474699000705094,28.20182356415146,-1.5384941709332431,0.6966910959905611,23.02699415918577
512,5.317074172523354,0.2743131211994133,31.434281544649373,,,
513,7.457550763661726,0.37676306832225565,39.89803844540918,-1.3313072571917153,1.0418573445561246,34.99874668616267
514,9.840431569924183,0.5229891453830565,50.42896389156045,-1.864320511933817,1.2577066904128924,55.1988385214316
515,17.260055858383684,1.4401013817356731,83.41932774708089,20.61406771081195,-17.151009321800537,-903.1882934555442
516,,,,-9.982505861537007,-14.017140862592568,-842.6132864518505
517,,,,-8.419563287120837,-4.3981069271798185,-229.90845128572965
518,,,,-74.31173582424658,-14.80087371343399,-778.3794956820649
519,,,,,,
520,,,,19.752616870407767,2.2246830834507345,65.06142465325765
521,,,,18.86621549468941,2.543590918253543,48.64604759835965
522,,,,16.79835246797485,1.9993343335945941,30.981555191186526
523,,,,,,
524,,,,,,
525,13.912268707688026,1.7473824059096184,18.382110350558847,,,
526,13.596352793548066,1.7927893563843365,18.084797724654965,,,
527,13.440938984261571,1.9489551529255864,18.16995237422515,,,
528,13.184094562215654,2.0176753964897647,18.061741725360456,,,
529,12.625614727462894,2.206243528748414,17.694698242662632,,,
530,12.550744399674771,2.3425371863877924,17.809905914182046,,,
531,12.584337469850734,2.6527107244421835,18.58665842627724,12.96239907898463,2.4706872393973645,16.672944074228297
532,12.710498270014753,2.8274475795582177,19.22250367149235,,,
533,12.857235610863498,3.1256787946345432,20.4768201191528,13.32936713356487,3.5456002319460276,21.40496254052184
534,,,,13.415930436794666,3.6905592116299113,22.042482668944718
535,12.955144761538016,3.989876931151117,24.36960923603504,13.436820073012369,3.9333587653554565,21.780470924627426
536,12.891111608742962,4.203163920924813,25.101013762826753,,,
537,12.800585544905909,4.428549759818637,26.13406354902505,13.327366283145489,4.489140664686018,23.48110546006688
538,12.615377096636912,4.928625511162864,27.336382768806075,13.27678541546255,4.9543004741120775,25.02782964664326
539,12.37267009665177,5.006325858878059,27.415972713021436,13.104122633589544,5.109168076871069,25.225184049421667
540,11.912302529311436,4.950646270550212,26.803326120527228,12.396588565694996,5.030168730709594,24.098727141241262
541,11.767599343249318,5.000129760483519,26.50924059553458,12.138994560055567,4.9185517312254055,23.34534726630801
542,11.61733003839751,4.940737129761536,26.020001702884052,11.978823491086679,4.81679238654823,22.750325966963505
543,12.225641948040458,5.418382651127849,26.846137932678012,11.716696652919824,4.675177231719518,22.01608193665193
544,12.473726491417805,5.3786466438401375,27.05996222898012,11.721484285160951,4.518085423183397,21.583177870135742
545,12.61032025499811,5.394286358304099,27.35324616643399,11.77684691026945,4.490497368284612,21.598226787387297
546,12.801339567203398,5.405263047023565,27.78843402407075,11.74627867580218,4.468806529527661,21.579346208485077
547,13.167607551094305,5.50684825474647,29.047803123007654,11.77494172423849,4.530739264427201,22.01350384587286
548,13.28129572711017,5.578488278517942,29.635115595504338,11.76133959938903,4.584029863199242,22.364992458327748
549,13.363815114755731,5.6965619762125375,30.280834888979726,11.774828490681925,4.668866677248712,22.801225234459103
550,13.384242965338755,5.889367243607605,31.51787039770005,11.427223296634649,4.639940099434306,22.64952909710348
551,13.330922075136085,5.980022053898942,32.05342185241188,11.169587609604273,4.707645850990289,22.873925632295578
552,13.209681390396756,6.19002471662005,33.084871522703764,10.313438519112172,4.501713769213237,22.01350359049596
553,13.11435645981446,6.113199372183516,33.2165874977684,9.52199354803144,4.197595041085673,20.586541323521953
554,12.861977838146151,5.970710622923718,32.662140889670006,9.107386168856557,4.077728085781083,19.84244910263011
555,11.984248295068701,5.1258544104384,29.634114264128748,8.404862156510823,3.829496857809976,18.2184169486047
556,11.37561136942524,4.679056617382349,27.456110194386614,8.102368980789498,3.650827370680622,17.400719363814613
557,10.819099797500137,4.085758370981692,24.65267591909697,7.858321291948036,3.3483493906592403,16.27543258420729
558,10.239192187472721,3.658334247984638,22.62504664638608,7.487827345617223,3.1008534674320853,15.367496034507145
559,8.92759913872827,2.880917596851837,18.215734782719593,6.871667443717281,2.6369021110027244,13.312101798581125
560,8.609259666252768,2.6487445548636424,17.04163705414502,6.58212005586281,2.405495415483664,12.307951750896278
561,7.462899722534517,2.0958391385543895,14.040471844667291,6.198311340776945,2.1607797689628345,11.305294989129434
562,6.939617869842818,1.7263205774477384,12.306820907868644,5.651755236782754,1.7169733513087249,9.816484674412184
563,,,,5.564234809470624,1.5149426882660082,9.239859997367295
564,6.6054839158917495,1.1301825063300057,9.673837758271183,,,
565,6.344719658415876,1.0290741463341788,9.380619377352108,,,
566,6.036873960158842,0.8810050506072021,8.75336969830737,,,
567,5.981079161808483,0.7707818948597357,8.541315366208755,,,
568,5.865953242140412,0.7157803800179526,8.494580042601573,,,
569,,,,,,
570,,,,,,
571,,,,,,
572,,,,,,
573,,,,,,
574,,,,,,
575,3.3008863667960524,0.650799635763803,11.637688651092294,,,
576,3.0720063930465846,0.5573520217904208,12.342062850808833,,,
577,2.79426811931252,0.5652518101472852,12.990398741827356,,,
578,,,,,,
579,2.385424523736153,0.42217172817346865,15.94420608732019,,,
580,,,,,,
581,,,,,,
582,2.038112425694639,0.7295883233809686,23.47926817415965,-3.4334830130343383,0.9523638265303981,19.94672720087095
583,2.3468137509164304,0.8527825008945905,25.774714053730897,-3.7061251927540666,1.0010214024656185,21.816769559068977
584,3.0445974691713897,1.3539377234816108,30.59651133932227,-4.278704965478967,1.3167241507606695,26.958136017168776
585,3.6817141972497116,1.5416943826965384,33.3124672105542,,,
586,5.336056966687171,1.9054726713986314,38.693796947704904,-4.8857186252159766,2.0265893154505763,38.41203556722354
587,6.556376943914159,2.0814382237578815,42.739215891352124,-4.967523931889517,2.3283447984101735,44.48456916401446
588,11.220539893493594,2.4969433165001305,54.24028002594024,-3.776121892275277,3.076080088131007,64.74247862390635
589,14.09277279029854,2.862204929499106,58.554025784825384,-1.5155078496401855,3.638773079924637,83.38541322437453
590,20.41190046851042,3.650224814054925,72.46178203014887,6.377731496855391,12.308647724393282,335.6844782807513
591,19.77875918734979,2.5550834113388374,53.346474514940326,17.310745825684386,3.9634820480503365,139.42370302276888
592,25.624277934823287,4.012606883673482,61.46511758219691,166.25662791249414,37.521245262318025,919.6698575954372
593,21.173554012888186,3.0189210771137067,41.9154742342611,25.876028745042102,4.249006295243461,83.3155473062643
594,19.253563370123302,3.157728490513747,35.76960805570026,20.747406013989174,3.4587627854872802,55.40930376322996
595,17.246904841641907,3.0656675887574814,29.500994431166795,16.24687271462144,3.405336235641756,35.37022464126987
596,16.296112528366212,3.2806830350444036,27.063756188373024,15.195908849651376,3.432357417424299,30.534658357099953
597,15.65148385976182,3.234421382149906,25.317183133761247,14.52580151155959,3.3926193867192382,27.74963263716775
598,,,,13.923939542412109,3.019730798835901,23.17122984343826
599,,,,,,
600,14.29745649199109,2.8329716064055304,18.57243104061736,,,
601,,,,13.867992894209014,2.8303539321103117,17.575293925358665
602,,,,,,
603,,,,,,
604,,,,,,
605,,,,14.428481824626372,3.2579390244458315,18.296400656891098
606,14.38078514193819,3.611690152536728,20.04643499078838,14.502088267568077,3.904892551925888,20.105502824850188
607,14.662393358672523,4.046098783609042,21.413935419443796,14.446725098834404,4.246690387572143,21.04024458187554
608,,,,14.49504980203185,5.064849795933737,23.52246371333557
609,15.205750688540627,5.298502019944403,25.521982687225023,13.646193261312147,4.804197066065337,21.124013783028307
610,15.266443362350122,5.522841880669865,26.24675566163431,13.515196093876101,4.976512845946079,21.406028814209208
611,15.314418643401973,5.72893852928064,27.179259048250344,13.203286814147148,5.094094869440898,21.477757696039394
612,15.425845695723437,5.946888101365597,28.41065062517525,13.076975437863148,5.197469765626355,21.76829532289112
613,15.359575175469713,5.653401662054823,28.672986117653718,12.158588134329149,4.54269183214303,20.31269495193066
614,15.332470509022286,5.509436216612083,28.706292559134823,11.775865601262137,4.299630095969674,19.61068138890637
615,15.205288090906587,5.194138149594979,28.009313783820946,11.521728026894769,3.928066296790548,18.604383289043092
616,14.992487159677072,5.041412495737646,27.531809827897632,11.183902356805067,3.7196365983206174,18.06367733770921
617,14.719017702102931,4.84671202914607,26.98364199652656,10.814285003317275,3.5658953009738075,17.50379458887415
618,13.852875342908888,4.48168818070371,25.41796811794726,10.028120292930398,3.32422455321425,16.241647989933366
619,13.288221202400836,4.316075682430939,24.430574843860448,9.63542274406696,3.262212647666321,15.692848907321114
620,11.889993791766143,3.8312110795606964,21.827255951153123,8.647568000628665,3.0618653445251924,14.399053999412573
621,,,,8.098182304926615,3.1010853351425145,14.102383038545964
622,,,,7.677451757519566,2.983363479053287,13.44337229544385
623,9.70035377901409,2.917447215025475,16.701355713653648,7.264093639654776,2.8171017280189243,12.741846541053928
624,7.571210527495591,2.154069592942888,12.408172186565084,5.984387802948567,2.211280766538087,10.254208012402867
625,7.5096517927648,2.042700045204869,11.543953366785733,5.8764004494769795,1.9596341056520596,9.632886985646218
626,7.158725161700315,1.8636085465410008,10.788483068349015,5.780238244120518,1.809002613469875,9.162954829434975
627,6.880274805483925,1.4535201245375178,9.639005192318596,5.57770294219463,1.54550884337906,8.481421040736961
628,6.622444713203281,1.1818738830291025,8.827807354717583,,,
629,6.536814619984998,1.1026224992148002,8.481530034733487,,,
630,6.330285858962182,1.098007744078056,8.509932810674869,,,
631,6.233921267907311,1.0820151262656597,8.404540000982507,,,
632,6.119818638391372,1.0676280989919642,8.359068366832933,,,
633,6.089589505956806,1.0682198766722297,8.500819690609847,,,
634,5.900141264513241,1.0703779214044324,8.815233725879805,,,
635,,,,,,
636,5.264508213500501,1.1309521018751436,9.679650603638748,,,
637,4.457755401027734,1.233722350643504,10.713662446851384,,,
638,4.082679482198816,1.2431985055937627,11.144528032835403,,,
639,3.2283752907208214,1.2965178035543656,12.320557444739803,,,
640,2.819423878045419,1.4015057754515963,13.299561153551888,,,
641,2.3596980899551805,1.524311778822089,14.43647586845844,,,
642,1.5652769422169854,1.7620655366723543,17.42440598950384,,,
643,1.233173983276591,1.8807934577345256,19.333805253030757,-3.01972334290795,2.419173312961503,18.51394818160347
644,1.0975268644845164,2.7434049510767378,35.07001435502869,-5.3516288455334005,3.10186532665004,27.683083261627623
645,1.0566109786793718,3.326622758649533,42.31501251095426,-7.207718172231835,3.9230333076254262,36.19148138286579
646,1.3680715911136352,3.9735008655003066,50.84876277673558,-7.547462030385376,4.022497438781092,39.0473833419187
647,2.201604137449473,4.67120139047874,56.94581910779471,-8.183645123030109,4.423460833309827,45.5745273133274
648,3.157361398347635,5.6807280244489196,67.18873747087933,-9.563387557066488,5.362484670185793,55.41702367010994
649,6.3351777647553815,11.100622284933063,118.53338942572772,-19.03056367613098,11.74369891189223,113.43277677175351
650,11.033463973737868,19.304961654953345,200.32736650381253,-48.188548898583626,31.622700087707617,287.9498256741779
651,-33.758925153762995,-61.16840517857812,-597.540383740536,20.091346409284828,-14.309644439861751,-119.78483439688455
652,-18.452437289662647,-30.103198035190847,-288.99853868697016,12.514167671974139,-8.956207957074469,-76.01120079373605
653,-17.151050987280072,-21.56339427197022,-188.79545805087608,6.88338381120481,-5.841581292166129,-49.68014167872733
654,,,,5.531971340800733,-5.917756521787774,-49.461738106896824
655,,,,2.7108556278179408,-8.513821384528729,-65.73758407912233
656,38.838022265915676,20.79939870658259,161.87882806288724,-0.9430635309437019,-14.548637189872867,-105.46829004001076
657,17.71182787307171,4.246871334432725,34.2261556860425,21.067105444770508,11.046891481976717,77.42040441259907
658,17.002757322796658,3.8982458115277576,29.650804717226656,18.287037366444093,7.397055032770999,50.53984730531737
659,16.56421932248938,4.054381388411722,27.406050521558615,16.589640028207068,5.532144519795057,36.55839439679163
660,15.905555993973651,3.742991463702578,24.94646195005662,15.391377294526444,4.566598802473391,28.5801034504443
661,,,,,,
662,,,,,,
663,,,,14.278489348769261,3.405691301913119,18.402786429241573
664,14.862631212849411,3.4131716425330065,19.191724759582407,,,
665,,,,,,
666,,,,,,
667,,,,,,
668,,,,,,
669,,,,,,
670,14.207270405669055,3.6788775923427814,18.22741176330952,,,
671,14.215261824433718,3.9642922483133285,18.75922099705414,,,
672,14.690919723232692,4.751626818620427,20.870874676352148,,,
673,,,,,,
674,15.226521865871732,5.601867799161692,25.180500730567747,13.201916164968758,5.179597411017419,19.493333668337485
675,15.336878159570439,5.774486916863938,25.97522467565865,12.57649900550995,5.149293498688185,19.19633846267709
676,15.314160290317206,5.920539287970494,26.557589182228778,12.266762843683127,5.127223989109172,19.176393765509612
677,15.135579331540706,5.954057903384551,26.8839232452671,11.721002216653021,4.982589942751466,18.73813284232167
678,15.188498184534925,5.930500952944755,27.189671580017983,11.479188785820858,4.873003774908779,18.4474999947654
679,15.228855095791783,6.001011960403945,27.920370714912107,11.29890341665974,4.900943826483084,18.65814560731408
680,15.012182019168725,5.788841660367703,28.101047126547627,10.91304314941907,4.549012048506248,18.152587770152937
681,14.63976134026184,5.382330655269572,28.498047850003193,10.29502344523608,4.237964986906792,17.589498752446282
682,14.053507462077524,5.081813953977528,27.604388372920262,9.82728648713319,4.06924305380781,17.11074265346909
683,,,,8.366255133942747,3.4203650497703295,14.857516035605144
684,,,,7.642349542877748,3.0933421179109444,13.567504918912467
685,,,,6.435178682420993,2.5307363649340915,11.452539391120656
686,,,,5.823144137018068,2.3190567022351662,10.622882765064958
687,7.311595549917589,0.7098931045328465,12.437824581386575,5.222223430918718,1.9801618546691404,9.416679483965943
688,6.636307964431306,1.7817274478593237,11.104555702839834,,,
689,6.464220328700335,1.58889067979433,10.456388086330827,,,
690,,,,,,
691,6.17522867749122,1.3348288295840225,8.900788073845785,,,
692,6.0518768601845725,1.2786355524236728,8.512307845437494,,,
693,,,,,,
694,6.283628819523861,1.0571152956747236,8.089657480200998,,,
695,6.385931146880171,0.9554661678804355,7.937587649310338,,,
696,6.412051032937022,0.9001260508917858,7.906777266119572,,,
697,6.314416799240784,0.8202917294592887,8.079845714441975,,,
698,6.23305244217951,0.7444031853859752,8.242510941598136,,,
699,5.792043765568331,0.7349652964446899,8.862805448959211,,,
700,5.621371205253392,0.6962202461640626,9.32928585331272,,,
701,5.530522495060619,0.6583305644690437,10.07028329458728,,,
702,4.831566021091342,0.6069636864026878,11.59542853339295,,,
703,4.795707825385561,0.7192048200325414,13.44026187813288,,,
704,4.046597031265429,0.8999871755662138,16.05103563382043,,,
705,3.143247284515455,1.1876410033735052,22.251935730059156,-2.333956263395205,1.7385104534927294,19.85197110790064
706,3.1720118078255286,1.456120550946085,24.624776824920012,-2.8985780872263756,1.9253457663501208,22.243113797444636
707,3.6629557299890094,1.8166463245213758,29.895681821326782,-3.9437355683383006,2.499716410319653,28.507238038384923
708,3.9422984085144646,1.919269047389804,32.69047619589113,-4.371663073780729,2.797979548489456,31.31253309739999
709,4.840301335727478,2.2817819207854946,38.79980791728585,-5.226199933654548,3.0993599094464845,37.66299182229382
710,5.413337757989006,2.46124071156539,41.84056959206884,-5.477510052003895,3.1594672190372326,41.447553730643534
711,6.83323067999928,3.1029762417846634,50.59723241719708,-7.32100208359192,3.9743749082255837,58.01564752291668
712,9.105452010821015,3.904017898739936,61.64751687682044,-11.612871039540396,6.788762664212617,98.55957807036565
713,10.862288113758192,4.575870768409918,68.94786461465694,-15.309134433799974,10.066376318688512,141.23441530592777
714,15.856678153932771,5.576698060724678,77.52611401696089,-18.757113402204585,26.75208782578933,348.30805102735866
715,17.555600661197133,4.379520780265622,62.40414399911767,3.8624426401569276,20.31484050020589,271.89314830610596
716,23.570691355025495,5.502383748430661,73.51317809942373,-22.930306078279628,-37.54503298582351,-429.8066122054704
717,21.938925648580817,4.331464932980681,54.35452073787027,106.25566993257532,69.87133800315337,784.2164027848999
718,,,,97.31966661104597,50.778182409790894,549.4892572705108
719,,,,33.80413916222609,11.592314379610114,118.34996218416713
720,,,,25.240275618731225,7.714711584794927,73.58197270269447
721,,,,20.84958971964089,6.104817643238537,52.49478978645206
722,,,,18.731162945755454,5.058558822840786,40.763083348172984
723,16.162738207726875,2.986999673446146,25.392516058812237,17.45486475792654,4.465898216159117,34.70891838978882
724,14.89395784791919,2.763144242635208,21.92973719340241,16.0954951967739,3.692507440004748,27.537276733151018
725,,,,14.853983073580808,3.0843774382258085,21.58488803575636
726,,,,,,
727,,,,14.155534690406748,2.9027529213058942,18.371316969988477
728,,,,13.972779634407676,2.9680874432115756,17.749632557183535
729,13.369905090986029,3.039709007201288,17.70493443573259,,,
730,13.410111264748755,3.008320090061988,17.578387686320465,,,
731,13.615565295506844,3.109800777615862,17.673007576784812,,,
732,13.866134922907474,3.1568518529653145,18.096740290523798,,,
733,14.20489005955977,3.379196436279458,18.72203223081446,,,
734,14.281847830756153,3.648357693790712,19.599355647025543,,,
735,14.248461879177194,3.8636145893939293,20.741978149604375,12.694191063454399,3.2844236843638988,16.435714422614446
736,14.24233592246049,4.055969409372198,21.530047596004692,12.518153690261546,3.9056567391751202,19.03803684676268
737,14.350672453317967,4.476150591409683,23.991886626261465,11.706194698723149,4.0436838663993635,19.42032867278879
738,14.37030200753387,4.593044692764658,24.6489218679324,11.473022036313605,3.7066565339891007,17.132937685911106
739,13.862210245006798,4.802100519792323,25.366202123756555,10.424362618795625,3.59421265618633,16.21846549324565
740,13.274632033348787,4.772787490666291,24.895166087317413,9.96814894608222,3.5776558501914097,15.95274275257849
741,12.221757195641292,4.558897625471573,23.620030424729954,9.130407781809259,3.4033511349595496,15.037361209579126
742,11.599795958818861,4.420037043586424,22.962265050703195,8.648992750488006,3.317582028738102,14.51040083323574
743,10.911535815291156,4.141206001474295,21.771055948500162,8.206694392060436,3.1669117534948583,13.844867249826192
744,9.48332959446654,3.634310774455263,19.054878806842254,7.402033078734549,2.892510521175555,12.496533972238735
745,9.001032086885209,3.2883961278526526,17.39268293869277,7.189817275487241,2.645784863831229,11.596637110695708
746,7.804025130782814,2.7903909949959043,14.71123513645192,6.655720338776673,2.432138426957874,10.680737948519088
747,7.5610055678901125,2.642718724903756,14.036965386631948,6.375405051179963,2.2961888965214805,10.242327747088796
748,6.843424365498121,2.26543099451885,12.338534717791582,5.826441430181613,2.1602537904652697,9.787819060604365
749,6.757799587339353,1.981677040578548,11.53041632287684,5.568628028972306,2.030100873916351,9.465187273882718
750,,,,5.296753025817104,1.8071348562513792,8.859641431139655
751,,,,,,
752,6.274067045155754,1.580822626578373,9.384423794245876,,,
753,6.108919877702377,1.3015997074786096,8.857063499195045,,,
754,6.1277204646936285,1.2442331781611775,8.757315079996555,,,
755,6.153882172797725,1.199094633298698,8.732853721716353,,,
756,6.191177216254804,1.1834333636590884,8.78944590071767,,,
757,6.289907093256108,1.1872064345055113,9.011760508162334,,,
758,6.38575862577768,1.2035666511671534,9.277223908159698,,,
759,6.335993017062114,1.2764360199255087,9.866732124842512,,,
760,,,,4.024907504988404,1.7410797212807358,10.335414607983266
761,,,,3.4615432839137954,1.9824621481112237,11.531969442256148
762,6.157768573587962,1.853598169105161,14.82903938198058,2.4360984749970656,2.2113921882417125,13.580550065066591
763,6.923204462150086,2.538818893580203,19.682842034068848,,,
764,8.675318763195769,3.467288411477572,28.11612852935708,1.772583879016284,3.65680461468083,27.06170318583894
765,10.64361582935162,6.11190075020648,49.93089268354402,-1.1502184145303578,9.15678233383423,68.4024905020758
766,12.301828379191422,8.483213432782357,68.6134625824044,-9.785814398193578,26.021852967736983,196.27200254687133
767,16.62419261545903,17.021755516223596,149.620429416159,18.53801743445472,-19.274171641444482,-151.65507258752868
768,40.120649559944525,45.03269482074435,366.6613959881226,10.146947721516751,-11.699348962911781,-80.74230448166409
769,,,,8.366863836597291,-10.92351572981784,-72.32984572664427
770,,,,7.061760223593979,-10.698194803888978,-64.63794629067903
771,28.697845551839425,26.16357537802315,190.05076384150573,6.4656662417177975,-11.671275088120856,-68.64527628700432
772,17.500958903187193,13.133884854198149,88.0858975830751,4.506134723804581,-14.432449852650002,-79.90712224044523
773,14.857269451151792,9.917381086104756,64.58292947424005,2.19469303925928,-23.481410129458382,-123.30663811123907
774,14.097665021131242,8.234493226887047,53.0833437234741,-6.193459538798908,-50.915252280945275,-264.1600324167672
775,13.456969264600728,7.0008587246338285,45.06358663727273,-921.9949835858623,-2935.351902771727,-15422.763741392495
776,12.784107103243167,4.85671469070807,30.72486404728324,16.988519523889092,18.168157980461356,97.94817440430533
777,,,,14.887662068604802,10.924026330913293,58.8053736979219
778,,,,,,
779,12.54405957371495,3.1485750121919462,17.921497963038455,13.065752712638929,3.1159871305676736,16.899957602576354
780,12.545164174303535,3.066621245354322,17.271991470389708,,,
781,12.563033815834265,3.1067782333763634,16.95056915040144,,,
782,12.607130637365909,3.340708247318786,16.845398507352257,,,
783,12.927812619570725,3.772655838207392,17.630678038485033,,,
784,13.23812713848771,3.9631809484809963,18.677123004058828,,,
785,,,,12.05947544381911,4.594236774668861,19.0309635247123
786,14.082011831985584,5.051224554237318,23.664574686783286,12.029153375293037,4.87280684419465,19.919724162144192
787,14.531605187348623,5.793808306787127,26.620856996182866,12.060305920289826,4.706801683363246,18.392544026366334
788,15.194295734258539,6.85125399734692,30.820702965372185,11.841616040959316,5.272491762095113,19.95406043125718
789,15.344781792589917,7.230846422137586,32.26382474173125,11.572238649593993,5.393715675737962,20.26097281250083
790,15.663939077509028,7.359756684275246,33.88876063484977,11.134119960983668,5.301187731295652,20.082492280833325
791,15.830123203007211,7.689063924847372,35.63170322177665,10.893233927395444,5.41569200922967,20.511016166450165
792,15.4205577423163,7.210470760789154,35.09057231183402,10.106447341565996,5.023497746309193,19.168953022742976
793,14.781372183495282,6.882555486923903,33.72949075298918,9.86326455699358,4.895925645884515,18.764006921119144
794,13.708096185139762,6.351611383615159,31.06572667494555,9.404089738376332,4.587747694570909,17.665726090792074
795,12.61909796657947,5.7058194737327605,28.371475736183218,8.96882176980088,4.260884244159039,16.6734633074402
796,10.588678045901727,4.642480770675681,23.21506169906772,7.798727812858513,3.594915879354044,14.451081290705007
797,9.65181527767375,4.164569772259267,20.718686126409633,7.192210870923094,3.3786290060739335,13.615222225253962
798,8.215669181677635,3.223331745626394,16.152221684392735,6.229025915463706,2.9585764975040525,12.088520941522173
799,7.72227688761586,2.924897061141948,14.787729890776967,,,
800,7.214060540304852,2.5489191496543784,13.24387071940324,5.684007586811627,2.5089165684518147,10.529010854748387
801,,,,5.318850356770471,2.208568656104235,9.459687266846661
802,6.737585854601106,1.9876541910463088,10.709628505124206,5.255132225344053,2.0592865118228674,9.068657298146753
803,6.328128363638109,1.5817748661573692,9.46083228755544,,,
804,6.345572749106007,1.4674046384700834,9.150029435710037,,,
